Matrícula;Data Afastamento;Data Retorno;Motivo
7891;13/09/1999;13/10/1999;Férias
7891;24/08/1998;05/09/1998;Férias
7891;22/12/1997;12/01/1998;Férias
7891;10/11/1997;10/12/1997;Férias
8258;26/11/2018;26/12/2018;Férias
8258;18/12/2017;17/01/2018;Férias
8258;12/12/2016;11/01/2017;Férias
8258;22/06/2015;22/07/2015;Férias
8258;15/12/2014;04/01/2015;Férias
8258;23/12/2013;12/01/2014;Férias
8258;11/02/2013;13/03/2013;Férias
8258;30/01/2012;19/02/2012;Férias
8258;21/02/2011;23/03/2011;Férias
8258;18/01/2010;17/02/2010;Férias
8258;05/01/2009;04/02/2009;Férias
8258;14/04/2008;04/05/2008;Férias
8258;26/12/2006;25/01/2007;Férias
8258;30/01/2006;01/03/2006;Férias
8258;17/01/2005;06/02/2005;Férias
8258;05/01/2004;25/01/2004;Férias
8258;24/02/2003;26/03/2003;Férias
8258;18/02/2002;20/03/2002;Férias
8258;19/03/2001;04/04/2001;Férias
8258;18/12/2000;03/01/2001;Férias
8258;13/03/2000;12/04/2000;Férias
8258;07/12/1998;29/12/1998;Férias
8258;09/02/1998;21/02/1998;Férias
8258;22/12/1997;12/01/1998;Férias
8271;08/02/2002;;Demissão
8271;17/12/2001;14/01/2002;Férias
8271;19/03/2001;08/04/2001;Férias
8271;20/03/2000;31/03/2000;Férias
8271;27/12/1999;12/01/2000;Férias
8271;15/03/1999;04/04/1999;Férias
8348;21/05/2002;;Demissão
8348;10/12/2001;12/01/2002;Férias
8348;27/11/2000;17/12/2000;Férias
8348;22/11/1999;12/12/1999;Férias
8348;19/04/1999;09/05/1999;Férias
8825;06/10/1999;;Demissão
8825;02/08/1999;01/09/1999;Férias
9065;06/05/2014;;Demissão
9065;16/12/2013;05/01/2014;Férias
9065;17/12/2012;06/01/2013;Férias
9065;19/12/2011;08/01/2012;Férias
9065;28/12/2010;17/01/2011;Férias
9065;22/12/2009;01/01/2010;Férias
9065;02/02/2009;04/03/2009;Férias
9065;01/12/2008;31/12/2008;Férias
9065;17/12/2007;16/01/2008;Férias
9065;25/09/2006;15/10/2006;Férias
9065;17/07/2006;27/07/2006;Férias
9065;12/12/2005;11/01/2006;Férias
9065;11/10/2004;31/10/2004;Férias
9065;26/01/2004;15/02/2004;Férias
9065;23/12/2002;15/01/2003;Férias
9065;04/02/2002;09/02/2002;Férias
9065;17/12/2001;14/01/2002;Férias
9065;26/12/2000;16/01/2001;Férias
9065;20/12/1999;12/01/2000;Férias
9116;02/09/1999;;Demissão
9422;02/03/2015;;Demissão
9422;22/09/2014;12/10/2014;Férias
9422;09/06/2014;29/06/2014;Férias
9422;14/01/2013;03/02/2013;Férias
9422;07/03/2011;27/03/2011;Férias
9422;03/05/2010;16/05/2010;Férias
9422;22/12/2009;01/01/2010;Férias
9422;08/06/2009;17/06/2009;Férias
9422;22/12/2008;02/01/2009;Férias
9422;03/03/2008;23/03/2008;Férias
9422;11/06/2007;01/07/2007;Férias
9422;08/01/2007;28/01/2007;Férias
9422;05/09/2005;25/09/2005;Férias
9422;04/10/2004;24/10/2004;Férias
9422;17/03/2003;06/04/2003;Férias
9422;23/12/2002;15/01/2003;Férias
9422;11/02/2002;16/02/2002;Férias
9422;17/12/2001;14/01/2002;Férias
9422;25/09/2000;06/10/2000;Férias
9422;27/12/1999;12/01/2000;Férias
9422;27/09/1999;17/10/1999;Férias
9652;03/08/2018;;Demissão
9652;11/12/2017;10/01/2018;Férias
9652;19/12/2016;08/01/2017;Férias
9652;10/08/2016;20/08/2016;Férias
9652;21/12/2015;01/01/2016;Férias
9652;15/06/2015;04/07/2015;Férias
9652;23/03/2015;02/04/2015;Férias
9652;22/12/2014;11/01/2015;Férias
9652;23/12/2013;22/01/2014;Férias
9652;04/02/2013;06/03/2013;Férias
9652;06/02/2012;07/03/2012;Férias
9652;24/01/2011;23/02/2011;Férias
9652;04/01/2010;03/02/2010;Férias
9652;22/12/2008;21/01/2009;Férias
9652;18/02/2008;09/03/2008;Férias
9652;26/12/2007;05/01/2008;Férias
9652;17/08/2006;16/09/2006;Férias
9652;19/09/2005;09/10/2005;Férias
9652;03/01/2005;13/01/2005;Férias
9652;27/12/2004;14/01/2005;Férias
9652;28/07/2003;11/08/2003;Férias
9652;16/06/2003;16/07/2003;Férias
9652;29/07/2002;28/08/2002;Férias
9652;13/08/2001;12/09/2001;Férias
9652;16/10/2000;21/10/2000;Férias
9652;20/12/1999;08/01/2000;Férias
9652;02/01/1999;11/01/1999;Férias
9652;21/12/1998;01/01/1999;Férias
9652;16/11/1998;07/12/1998;Férias
9652;05/10/1998;17/10/1998;Férias
9652;22/12/1997;12/01/1998;Férias
9811;30/11/2000;;Demissão
9811;10/07/2000;23/07/2000;Férias
9811;27/12/1999;08/01/2000;Férias
9811;12/07/1999;01/08/1999;Férias
10257;23/12/1999;;Demissão
10257;04/01/1999;24/01/1999;Férias
10282;29/01/1999;;Demissão
10283;14/09/1999;;Demissão
10283;12/04/1999;27/04/1999;Férias
10366;19/03/1999;;Demissão
10684;30/03/2001;;Demissão
10684;08/01/2001;20/01/2001;Férias
10684;26/12/2000;08/01/2001;Férias
10684;29/05/2000;18/06/2000;Férias
10684;27/12/1999;18/01/2000;Férias
10731;09/06/2014;;Demissão
10731;19/05/2014;31/05/2014;Férias
10731;23/12/2013;04/01/2014;Férias
10731;15/07/2013;28/07/2013;Férias
10731;07/01/2013;17/01/2013;Férias
10731;12/09/2011;12/10/2011;Férias
10731;27/06/2011;10/07/2011;Férias
10731;27/12/2010;06/01/2011;Férias
10731;13/10/2009;12/11/2009;Férias
10731;13/10/2008;02/11/2008;Férias
10731;15/10/2007;04/11/2007;Férias
10731;26/12/2006;15/01/2007;Férias
10731;19/06/2006;09/07/2006;Férias
10731;06/12/2004;27/12/2004;Férias
10731;01/09/2003;21/09/2003;Férias
10731;05/03/2003;25/03/2003;Férias
10731;15/07/2002;04/08/2002;Férias
10731;09/07/2001;08/08/2001;Férias
10731;26/12/2000;16/01/2001;Férias
10731;07/06/1999;27/06/1999;Férias
10731;22/12/1997;04/01/1998;Férias
10852;25/02/1999;;Demissão
10964;13/09/2004;;Demissão
10964;24/05/2004;13/06/2004;Férias
10964;30/06/2003;30/07/2003;Férias
10964;15/07/2002;20/07/2002;Férias
10964;17/12/2001;14/01/2002;Férias
10964;07/05/2001;27/05/2001;Férias
10964;16/10/2000;05/11/2000;Férias
10964;02/08/1999;22/08/1999;Férias
11747;26/01/1999;;Demissão
12000;15/05/2006;;Demissão
12000;05/12/2005;04/04/2006;Licença Maternidade
12000;29/08/2005;12/09/2005;Férias
12000;11/10/2004;21/10/2004;Férias
12000;12/07/2004;01/08/2004;Férias
12000;10/02/2003;01/03/2003;Férias
12000;23/12/2002;06/01/2003;Férias
12000;03/06/2002;08/06/2002;Férias
12000;17/12/2001;14/01/2002;Férias
12000;02/07/2001;11/07/2001;Férias
12000;26/12/2000;08/01/2001;Férias
12000;12/06/2000;28/06/2000;Férias
12000;27/12/1999;12/01/2000;Férias
12001;26/01/2000;;Demissão
12001;13/10/1999;02/11/1999;Férias
12002;01/09/2010;;Demissão
12002;21/06/2010;11/07/2010;Férias
12002;15/06/2009;05/07/2009;Férias
12002;16/06/2008;06/07/2008;Férias
12002;02/10/2006;22/10/2006;Férias
12002;10/07/2006;30/07/2006;Férias
12002;13/06/2005;03/07/2005;Férias
12002;03/05/2004;23/05/2004;Férias
12002;01/06/2003;14/06/2003;Férias
12002;22/12/2002;05/01/2003;Férias
12002;08/07/2002;13/07/2002;Férias
12002;17/12/2001;14/01/2002;Férias
12002;04/06/2001;13/06/2001;Férias
12002;26/12/2000;08/01/2001;Férias
12002;03/07/2000;17/07/2000;Férias
12002;27/12/1999;08/01/2000;Férias
12003;09/03/2006;;Demissão
12003;19/12/2005;08/01/2006;Férias
12003;14/12/2004;06/01/2005;Férias
12003;31/05/2004;20/06/2004;Férias
12003;16/06/2003;06/07/2003;Férias
12003;01/07/2002;31/07/2002;Férias
12003;05/02/2001;07/03/2001;Férias
12003;20/03/2000;09/04/2000;Férias
12004;30/03/2001;;Demissão
12004;05/06/2000;16/06/2000;Férias
12004;27/12/1999;12/01/2000;Férias
12005;07/12/1999;;Demissão
12006;05/10/2004;;Demissão
12006;22/12/2003;05/01/2004;Férias
12006;22/09/2003;12/10/2003;Férias
12006;10/02/2003;01/03/2003;Férias
12006;23/12/2002;06/01/2003;Férias
12006;04/03/2002;09/03/2002;Férias
12006;17/12/2001;14/01/2002;Férias
12006;26/02/2001;16/03/2001;Férias
12006;26/12/2000;08/01/2001;Férias
12006;01/11/1999;21/11/1999;Férias
12008;14/05/2001;;Demissão
12008;19/03/2001;02/04/2001;Férias
12008;26/12/2000;08/01/2001;Férias
12008;19/06/2000;03/07/2000;Férias
12008;27/12/1999;08/01/2000;Férias
12009;01/10/2015;;Demissão
12009;15/06/2015;30/06/2015;Férias
12009;22/12/2014;06/01/2015;Férias
12009;23/06/2014;11/07/2014;Férias
12009;23/12/2013;04/01/2014;Férias
12009;27/05/2013;16/06/2013;Férias
12009;25/06/2012;05/07/2012;Férias
12009;14/05/2012;25/05/2012;Férias
12009;19/12/2011;07/01/2012;Férias
12009;11/04/2011;11/05/2011;Férias
12009;31/05/2010;16/06/2010;Férias
12009;04/01/2010;18/01/2010;Férias
12009;18/05/2009;29/05/2009;Férias
12009;15/12/2008;03/01/2009;Férias
12009;02/06/2008;02/07/2008;Férias
12009;04/06/2007;24/06/2007;Férias
12009;14/09/2006;15/11/2006;Auxilio Doença
12009;06/03/2006;26/03/2006;Férias
12009;04/04/2005;24/04/2005;Férias
12009;11/10/2004;21/10/2004;Férias
12009;04/07/2004;24/07/2004;Férias
12009;29/06/2003;12/07/2003;Férias
12009;22/12/2002;05/01/2003;Férias
12009;17/12/2001;19/01/2002;Férias
12009;04/06/2001;18/06/2001;Férias
12009;26/12/2000;08/01/2001;Férias
12009;05/06/2000;21/06/2000;Férias
12009;27/12/1999;12/01/2000;Férias
12010;22/11/2002;;Demissão
12010;01/07/2002;06/07/2002;Férias
12010;17/12/2001;14/01/2002;Férias
12010;11/06/2001;23/06/2001;Férias
12010;26/12/2000;08/01/2001;Férias
12010;24/04/2000;14/05/2000;Férias
12010;27/12/1999;08/01/2000;Férias
12011;10/08/1999;;Demissão
12026;13/01/2000;;Demissão
12050;08/11/2001;;Demissão
12050;25/06/2001;15/07/2001;Férias
12050;16/10/2000;01/11/2000;Férias
12050;27/12/1999;12/01/2000;Férias
12058;05/02/2004;;Demissão
12058;22/12/2003;05/01/2004;Férias
12058;22/09/2003;12/10/2003;Férias
12058;10/02/2003;01/03/2003;Férias
12058;23/12/2002;06/01/2003;Férias
12058;17/12/2001;13/01/2002;Férias
12058;19/03/2001;31/03/2001;Férias
12058;26/12/2000;08/01/2001;Férias
12058;17/07/2000;30/07/2000;Férias
12058;27/12/1999;08/01/2000;Férias
12058;04/01/1999;03/02/1999;Auxilio Doença
12059;03/03/1999;;Demissão
12060;26/06/2003;;Demissão
12060;23/12/2002;06/01/2003;Férias
12060;17/12/2001;19/01/2002;Férias
12060;18/06/2001;08/07/2001;Férias
12060;27/06/2000;17/07/2000;Férias
12061;04/02/2000;;Demissão
12061;03/01/1999;03/03/1999;Auxilio Doença
12063;30/03/2001;;Demissão
12063;18/12/2000;09/01/2001;Férias
12063;02/05/2000;22/05/2000;Férias
12063;27/12/1999;08/01/2000;Férias
12064;26/01/2006;;Demissão
12064;26/12/2005;15/01/2006;Férias
12064;21/08/2005;12/09/2005;Auxilio Doença
12064;08/11/2004;28/11/2004;Férias
12064;22/12/2003;14/01/2004;Férias
12064;20/01/2003;09/02/2003;Férias
12064;17/12/2001;19/01/2002;Férias
12064;25/06/2001;15/07/2001;Férias
12064;24/07/2000;13/08/2000;Férias
12065;02/05/2014;;Demissão
12065;24/12/2013;04/01/2014;Férias
12065;01/07/2013;31/07/2013;Férias
12065;26/03/2012;15/04/2012;Férias
12065;05/09/2011;15/09/2011;Férias
12065;14/03/2011;13/04/2011;Férias
12065;30/11/2009;30/12/2009;Férias
12065;01/06/2009;20/06/2009;Férias
12065;22/12/2008;02/01/2009;Férias
12065;02/06/2008;02/07/2008;Férias
12065;20/11/2006;10/12/2006;Férias
12065;17/07/2006;06/08/2006;Férias
12065;01/08/2005;21/08/2005;Férias
12065;07/06/2004;07/07/2004;Férias
12065;28/07/2003;17/08/2003;Férias
12065;17/12/2001;19/01/2002;Férias
12065;26/02/2001;14/03/2001;Férias
12065;13/03/2000;02/04/2000;Férias
12066;08/03/2000;;Demissão
12066;27/12/1999;08/01/2000;Férias
12070;24/08/2000;;Demissão
12070;03/01/2000;23/01/2000;Férias
12071;05/01/1999;;Demissão
12074;03/09/2007;;Demissão
12074;18/09/2006;08/10/2006;Férias
12074;02/01/2006;22/01/2006;Férias
12074;20/12/2004;22/01/2005;Férias
12074;12/01/2004;11/02/2004;Férias
12074;23/12/2002;25/01/2003;Férias
12074;17/12/2001;19/01/2002;Férias
12074;02/07/2001;22/07/2001;Férias
12074;14/08/2000;03/09/2000;Férias
12075;01/03/2000;;Demissão
12075;27/12/1999;28/01/2000;Férias
12076;12/11/1999;;Demissão
12079;24/01/2006;;Demissão
12079;23/05/2005;12/06/2005;Férias
12079;19/04/2004;09/05/2004;Férias
12079;30/06/2003;13/07/2003;Férias
12079;23/12/2002;06/01/2003;Férias
12079;17/12/2001;19/01/2002;Férias
12079;28/05/2001;17/06/2001;Férias
12079;05/06/2000;21/06/2000;Férias
12079;27/12/1999;12/01/2000;Férias
12080;16/12/1999;;Demissão
12081;29/12/2005;;Demissão
12081;01/08/2005;21/08/2005;Férias
12081;16/11/2004;06/12/2004;Férias
12081;22/12/2003;14/01/2004;Férias
12081;22/07/2002;11/08/2002;Férias
12081;15/10/2001;04/11/2001;Férias
12081;06/11/2000;26/11/2000;Férias
12081;26/09/2000;07/10/2000;Férias
12081;27/12/1999;08/01/2000;Férias
12085;01/06/2004;;Demissão
12085;09/02/2004;29/02/2004;Férias
12085;20/01/2003;09/02/2003;Férias
12085;19/08/2002;24/08/2002;Férias
12085;17/12/2001;14/01/2002;Férias
12085;26/12/2000;16/01/2001;Férias
12085;20/12/1999;12/01/2000;Férias
12086;16/05/2001;;Demissão
12086;12/06/2000;02/07/2000;Férias
12087;30/12/2005;;Demissão
12087;14/12/2004;16/01/2005;Férias
12087;06/10/2003;05/11/2003;Férias
12087;30/09/2002;30/10/2002;Férias
12087;17/12/2001;19/01/2002;Férias
12087;02/04/2001;22/04/2001;Férias
12087;14/02/2000;05/03/2000;Férias
12114;06/06/2016;;Demissão
12114;18/04/2016;29/04/2016;Férias
12114;21/12/2015;09/01/2016;Férias
12114;13/04/2015;13/05/2015;Férias
12114;14/04/2014;14/05/2014;Férias
12114;11/03/2013;10/04/2013;Férias
12114;09/04/2012;29/04/2012;Férias
12114;11/04/2011;01/05/2011;Férias
12114;07/12/2009;06/01/2010;Férias
12114;15/12/2008;04/01/2009;Férias
12114;04/08/2008;24/08/2008;Férias
12114;07/11/2006;27/11/2006;Férias
12114;03/10/2005;02/11/2005;Férias
12114;01/11/2004;21/11/2004;Férias
12114;11/10/2004;21/10/2004;Férias
12114;22/12/2003;14/01/2004;Férias
12114;17/03/2003;30/03/2003;Férias
12114;23/12/2002;06/01/2003;Férias
12114;29/04/2002;04/05/2002;Férias
12114;17/12/2001;14/01/2002;Férias
12114;26/02/2001;28/03/2001;Férias
12114;08/05/2000;22/05/2000;Férias
12114;27/12/1999;08/01/2000;Férias
12117;08/07/2004;;Demissão
12117;11/10/2002;05/07/2004;Auxilio Doença
12117;02/09/2002;07/09/2002;Férias
12117;17/12/2001;14/01/2002;Férias
12117;13/08/2001;25/08/2001;Férias
12117;26/12/2000;08/01/2001;Férias
12117;24/07/2000;06/08/2000;Férias
12117;27/12/1999;08/01/2000;Férias
12118;10/12/2018;09/01/2019;Férias
12118;27/08/2018;06/09/2018;Férias
12118;18/12/2017;07/01/2018;Férias
12118;07/08/2017;06/09/2017;Férias
12118;21/12/2015;10/01/2016;Férias
12118;10/08/2015;09/09/2015;Férias
12118;11/08/2014;31/08/2014;Férias
12118;12/08/2013;01/09/2013;Férias
12118;13/08/2012;12/09/2012;Férias
12118;22/08/2011;11/09/2011;Férias
12118;16/08/2010;05/09/2010;Férias
12118;22/12/2009;01/01/2010;Férias
12118;17/08/2009;05/09/2009;Férias
12118;22/12/2008;02/01/2009;Férias
12118;18/08/2008;07/09/2008;Férias
12118;20/08/2007;09/09/2007;Férias
12118;04/09/2006;24/09/2006;Férias
12118;08/08/2005;28/08/2005;Férias
12118;30/08/2004;19/09/2004;Férias
12118;30/06/2003;20/07/2003;Férias
12118;09/09/2002;29/09/2002;Férias
12118;25/06/2001;15/07/2001;Férias
12118;11/09/2000;01/10/2000;Férias
12165;08/03/2004;;Demissão
12165;30/06/2003;13/07/2003;Férias
12165;23/12/2002;06/01/2003;Férias
12165;04/11/2002;24/11/2002;Férias
12165;05/11/2001;25/11/2001;Férias
12165;23/10/2000;12/11/2000;Férias
12166;23/10/2000;;Demissão
12166;20/03/2000;31/03/2000;Férias
12166;27/12/1999;12/01/2000;Férias
12167;22/05/2002;;Demissão
12167;15/10/2001;04/11/2001;Férias
12167;30/10/2000;13/11/2000;Férias
12167;27/12/1999;08/01/2000;Férias
12168;22/02/2000;;Demissão
12169;28/07/1999;;Demissão
12170;14/04/2000;;Demissão
12171;17/08/2015;;Demissão
12171;01/07/2015;15/07/2015;Férias
12171;15/06/2015;01/07/2015;Férias
12171;13/10/2014;02/11/2014;Férias
12171;12/08/2013;11/09/2013;Férias
12171;04/06/2012;04/07/2012;Férias
12171;04/07/2011;03/08/2011;Férias
12171;14/06/2010;04/07/2010;Férias
12171;22/12/2009;01/01/2010;Férias
12171;17/05/2009;05/06/2009;Férias
12171;22/12/2008;02/01/2009;Férias
12171;01/09/2008;01/10/2008;Férias
12171;03/09/2007;03/10/2007;Férias
12171;06/03/2006;26/03/2006;Férias
12171;03/10/2005;23/10/2005;Férias
12171;11/10/2004;24/10/2004;Férias
12171;22/12/2003;05/01/2004;Férias
12171;10/02/2003;01/03/2003;Férias
12171;23/12/2002;06/01/2003;Férias
12171;28/10/2002;02/11/2002;Férias
12171;17/12/2001;14/01/2002;Férias
12171;15/10/2001;02/11/2001;Férias
12171;26/12/2000;08/01/2001;Férias
12171;23/10/2000;08/11/2000;Férias
12171;27/12/1999;12/01/2000;Férias
12172;08/10/2001;;Demissão
12172;28/05/2001;11/06/2001;Férias
12172;26/12/2000;08/01/2001;Férias
12172;16/10/2000;26/10/2000;Férias
12172;27/12/1999;12/01/2000;Férias
12173;21/07/2004;;Demissão
12173;07/06/2004;07/07/2004;Férias
12173;28/07/2003;16/08/2003;Férias
12173;23/12/2002;06/01/2003;Férias
12173;17/12/2001;19/01/2002;Férias
12173;09/04/2001;29/04/2001;Férias
12173;16/10/2000;05/11/2000;Férias
12173;27/12/1999;08/01/2000;Férias
12174;27/01/2003;;Suspensão Contrato de Trabalho
12174;23/01/2001;27/01/2003;Auxilio Doença
12174;26/12/2000;08/01/2001;Férias
12174;17/04/2000;28/04/2000;Férias
12174;27/12/1999;12/01/2000;Férias
12187;30/03/2001;;Demissão
12187;26/12/2000;26/01/2001;Férias
12187;05/07/2000;20/10/2000;Auxilio Doença
12187;02/05/2000;13/05/2000;Férias
12187;27/12/1999;12/01/2000;Férias
12188;08/01/2001;;Demissão
12188;26/12/2000;08/01/2001;Férias
12188;19/06/2000;19/07/2000;Férias
12190;29/01/1999;;Demissão
12191;25/02/2004;;Demissão
12191;08/12/2003;29/12/2003;Férias
12191;02/12/2002;04/01/2003;Férias
12191;16/04/2001;06/05/2001;Férias
12191;05/06/2000;21/06/2000;Férias
12191;27/12/1999;12/01/2000;Férias
12324;27/08/1999;;Demissão
12324;19/01/1999;21/01/1999;Seguro Acidente de Trabalho
12325;29/10/2004;;Demissão
12325;11/10/2004;24/10/2004;Férias
12325;22/12/2003;05/01/2004;Férias
12325;02/06/2003;22/06/2003;Férias
12325;04/11/2002;09/11/2002;Férias
12325;17/12/2001;14/01/2002;Férias
12325;03/09/2001;23/09/2001;Férias
12325;05/06/2000;25/06/2000;Férias
12325;27/12/1999;08/01/2000;Férias
12326;10/09/1999;;Demissão
12327;13/10/2000;;Demissão
12327;12/05/2000;23/05/2000;Auxilio Doença
12327;27/12/1999;12/01/2000;Férias
12327;29/05/1999;13/06/1999;Seguro Acidente de Trabalho
12327;02/03/1999;12/05/1999;Auxilio Doença
12329;13/07/2015;;Demissão
12329;27/04/2015;27/05/2015;Férias
12329;24/11/2014;24/12/2014;Férias
12329;14/06/2014;27/08/2014;Auxilio Doença
12329;09/09/2013;09/10/2013;Férias
12329;20/04/2012;26/09/2012;Auxilio Doença
12329;12/03/2012;11/04/2012;Férias
12329;31/10/2011;20/11/2011;Férias
12329;31/05/2010;20/06/2010;Férias
12329;23/11/2009;13/12/2009;Férias
12329;03/03/2008;23/03/2008;Férias
12329;03/09/2007;23/09/2007;Férias
12329;18/12/2006;07/01/2007;Férias
12329;19/12/2005;08/01/2006;Férias
12329;02/02/2004;22/02/2004;Férias
12329;15/12/2003;07/01/2004;Férias
12329;02/09/2002;22/09/2002;Férias
12329;01/10/2001;21/10/2001;Férias
12329;14/12/2000;08/01/2001;Auxilio Doença
12329;24/07/2000;06/08/2000;Férias
12329;27/12/1999;08/01/2000;Férias
12330;31/07/2000;;Demissão
12330;20/06/2000;30/07/2000;Auxilio Doença
12330;17/12/1999;03/04/2000;Auxilio Doença
12331;30/03/2001;;Demissão
12331;31/07/2000;20/08/2000;Férias
12331;27/12/1999;08/01/2000;Férias
12332;13/06/2002;;Demissão
12332;17/12/2001;14/01/2002;Férias
12332;25/06/2001;07/07/2001;Férias
12332;26/12/2000;08/01/2001;Férias
12332;23/10/2000;12/11/2000;Férias
12332;27/12/1999;08/01/2000;Férias
12333;19/05/2000;;Demissão
12333;27/12/1999;12/01/2000;Férias
12334;08/02/2001;;Demissão
12334;26/12/2000;08/01/2001;Férias
12334;26/06/2000;16/07/2000;Férias
12334;27/12/1999;08/01/2000;Férias
12335;31/08/1999;;Demissão
12336;06/07/2015;;Demissão
12336;01/06/2015;21/06/2015;Férias
12336;02/06/2014;22/06/2014;Férias
12336;02/01/2013;01/02/2013;Férias
12336;26/12/2011;25/01/2012;Férias
12336;03/01/2011;02/02/2011;Férias
12336;04/01/2010;03/02/2010;Férias
12336;16/02/2009;18/03/2009;Férias
12336;11/02/2008;12/03/2008;Férias
12336;15/02/2007;17/03/2007;Férias
12336;20/02/2006;22/03/2006;Férias
12336;04/04/2005;04/05/2005;Férias
12336;22/03/2004;21/04/2004;Férias
12336;14/07/2003;13/08/2003;Férias
12336;09/12/2002;21/12/2002;Férias
12336;17/12/2001;07/01/2002;Férias
12336;26/02/2001;28/03/2001;Férias
12336;24/04/2000;05/05/2000;Férias
12336;27/12/1999;12/01/2000;Férias
12337;10/05/2007;;Suspensão Contrato de Trabalho
12337;10/05/2005;10/05/2007;Auxilio Doença
12337;29/11/2004;30/12/2004;Férias
12337;24/02/2003;16/03/2003;Férias
12337;10/06/2002;10/07/2002;Férias
12337;05/11/2001;05/12/2001;Férias
12337;27/11/2000;17/12/2000;Férias
12337;27/12/1999;08/01/2000;Férias
12372;23/03/2000;;Demissão
12372;27/12/1999;12/01/2000;Férias
12373;18/10/2001;;Demissão
12373;20/08/2001;01/09/2001;Férias
12373;26/12/2000;08/01/2001;Férias
12373;03/04/2000;17/04/2000;Férias
12373;27/12/1999;08/01/2000;Férias
12374;03/05/2000;;Demissão
12374;27/12/1999;12/01/2000;Férias
12375;08/03/2005;;Demissão
12375;04/10/2004;24/10/2004;Férias
12375;30/06/2003;13/07/2003;Férias
12375;23/12/2002;06/01/2003;Férias
12375;09/09/2002;14/09/2002;Férias
12375;17/12/2001;14/01/2002;Férias
12375;30/04/2001;20/05/2001;Férias
12375;18/12/2000;09/01/2001;Férias
12376;19/01/2000;;Demissão
12376;20/06/1999;19/07/1999;Auxilio Doença
12377;05/10/1999;;Demissão
12379;17/04/2001;;Demissão
12379;05/03/2001;17/03/2001;Férias
12379;26/12/2000;08/01/2001;Férias
12379;29/05/2000;12/06/2000;Férias
12379;27/12/1999;08/01/2000;Férias
12380;02/03/1999;;Demissão
12381;10/09/1999;;Demissão
12382;09/03/2015;;Demissão
12382;05/01/2015;13/01/2015;Férias
12382;15/12/2014;26/12/2014;Férias
12382;06/03/2014;17/03/2014;Férias
12382;09/12/2013;29/12/2013;Férias
12382;13/02/2012;04/03/2012;Férias
12382;08/08/2011;28/08/2011;Férias
12382;01/11/2010;14/11/2010;Férias
12382;22/12/2009;01/01/2010;Férias
12382;23/11/2009;12/12/2009;Férias
12382;22/12/2008;02/01/2009;Férias
12382;11/02/2008;02/03/2008;Férias
12382;10/12/2007;30/12/2007;Férias
12382;13/09/2006;03/10/2006;Férias
12382;17/07/2006;27/07/2006;Férias
12382;19/12/2005;08/01/2006;Férias
12382;29/11/2004;13/12/2004;Férias
12382;11/10/2004;21/10/2004;Férias
12382;12/05/2003;31/05/2003;Férias
12382;23/12/2002;06/01/2003;Férias
